date,content,subject,summary
"Fri, 25 Nov 2022 07:49:56 +0000","Raison de plus d'en manger !

On connaît tous un Panettone addict !

Alors pour Noël on a vu les choses en grand : on a fait un partenariat avec le SEUL et l'UNIQUE virtuose du panettone Christophe Louie. (Oui. Rien que ça.) 🔥
Voyez plutôt. Originaire de Milan, le Panettone est devenu un incontournable des fêtes de fin d'année. Christophe Louie, véritable artiste du panettone en propose une version ancestrale, au levain centenaire, amandes des Pouilles, oranges confites de Calabre et miel d’Ile-de-France ! À offrir en cadeau ou à garder pour soi. 😇

Et comme une bonne nouvelle n'arrive jamais seule, en voici une 2ème !

AUJOURD’HUI À 9H commence la vente privée sur le Panettone*. Les quantités sont ULTRA limitées (100 seulement 😱) mais pas d'inquiétude, la VP revient vendredi prochain !

Hop ! Il va pleuvoir des Panettones à Noël. 🎁
À moi le Panettone ! 

Panettone Christophe Louie
",🥳 Panettone Christophe Louie en ventes privées !?,"Une newsletter de Frichti concernant une vente privée de Panettone Christophe Louie, un panettone de qualité ancestrale."
"Thu, 22 Apr 2021 12:01:44 +0000","Indice : c’est un animal qui rugit

Préparez votre code parrain, il fonctionnera aussi dans cette nouvelle ville

On a décidé d’aller régaler les habitants d’une grande ville française dans quelques jours. Bonne nouvelle, votre code parrain fonctionnera aussi là-bas. Vous pouvez déjà prévenir tous vos proches qui habitent dans cette ville pour leur faire part de la nouvelle !
",ÉVÉNEMENT : FRICHTI DANS UNE NOUVELLE VILLE?,Une newsletter de Frichti concernant une expansion dans une nouvelle ville en France et l'activation du code parrain pour cette ville.
"Fri,  8 Oct 2021 14:59:53 +0000","pour CHAQUE commande passée ce week-end 😍

15 petites galettes au cacao made in Frichti offertes !

C’est déjà la fin de la semaine !
Pour vous faire passer ce week-end dans la joie et la bonne humeur, une belle surprise vous attend…
Et pas des moindres puisque pour chaque commande passée ce week-end, Frichti vous offre ses 15 petites galettes au cacao* maison ! Et oui, Frichti lance sa propre gamme de produits et ces galettes en font parties !
Trop cool non ?

Alors n’hésitez plus à commander et goûter ces délicieuses galettes au cacao Frichti !
",Un 🎁 à découvrir dans cet email...?,Une newsletter de Frichti concernant une promotion où l'on peut gagner 15 petites galettes au cacao pour chaque commande passée ce week-end.
"Tue,  4 Jan 2022 17:39:56 +0000","20€ offerts pour vous remercier de cette année record

L’année vient de se terminer, et une nouvelle va tout juste commencer.

Nous sommes déjà nostalgique de cette année 2021, qui a tant symbolisé pour Frichti. Pour fêter l'arrivée de 2022, on vous
offre 20€ sur votre 1ère commande avec le code*:
RENCONTRE20
Et en exclusivité, notre top 5 des meilleures nouvelles de 2021 :

1.  Notre arrivée dans 7 nouvelles villes : Lyon, Bordeaux, Lille, Bruxelles, Nantes, Aix-en-Provence & Grenoble ! 📍

2.  3000 plats offerts aux Restos du Cœur de Paris pour aider les plus démunis. 🍝

3.  Le lancement de notre marque Frichti Everyday : 150 produits du quotidien au meilleur prix. 🍼

4.  520 tonnes de CO2 en moins grâce à nos livraisons vertes en vélo. ♻️

5.  Plus de 1000 nouveaux produits respectueux de notre charte qualité pour répondre à tous vos besoins. 🍊
Nos résolutions pour 2022 : grandir avec vous et continuer à vous faire kiffer avec les meilleurs produits aux meilleurs prix…
Frichti c'est votre allié du quotidien.
",", une belle et délicieuse année 2022?",Une newsletter de Frichti concernant les bons moments de l'année 2021 et les bonnes résolutions pour l'année 2022. Les abonnés ont 20€ de réduction sur leur première commande avec le code RENCONT
"Tue,  4 Jan 2022 16:14:59 +0000","Nos remerciements après une année record grâce à vous

L’année vient de se terminer, et une nouvelle va tout juste commencer.

Nous sommes déjà nostalgique de cette année 2021, qui a tant symbolisé pour Frichti. C’est grâce à votre fidélité tout le long de l’année que nous avons continué de faire grandir cette extraordinaire communauté du bon, toujours à la recherche du meilleur. Alors un grand MERCI.
Et en exclusivité, notre top 5 des meilleures nouvelles de 2021 :

1.  Notre arrivée dans 7 nouvelles villes : Lyon, Bordeaux, Lille, Bruxelles, Nantes, Aix-en-Provence & Grenoble ! 📍

2.  3000 plats offerts aux Restos du Cœur de Paris pour aider les plus démunis. 🍝

3.  Le lancement de notre marque Frichti Everyday : 150 produits du quotidien au meilleur prix. 🍼

4.  520 tonnes de CO2 en moins grâce à nos livraisons vertes en vélo. ♻️

5.  Plus de 1000 nouveaux produits respectueux de notre charte qualité pour répondre à tous vos besoins 🍊
Nos résolutions pour 2022 : grandir avec vous et continuer à vous faire kiffer avec les meilleurs produits aux meilleurs prix…
Frichti c'est votre allié du quotidien.
",", une belle et délicieuse année 2022?",Une newsletter de Frichti concernant leurs meilleures nouvelles de 2021 et leurs résolutions pour 2022.
"Mon, 28 Nov 2022 08:00:56 +0000","Les ventes privées ne s’arrêtent jamais !

Vous aimez le chocolat et les mandarines confites ? 🍫

Ne bougez plus. On a un scoop incroyable.
Yann Couvreur exauce votre rêve (sucré) avec un délicieux cake.

Un délicieux cake au chocolat noir, mandarines confites et marrons glacés. Laissez-vous surprendre par ce cake original, gourmand et réconfortant qui accompagnera à merveille vos soirées d'hiver. Difficile de n'en prendre qu'une part ! 🤤

C'est une exclue Frichti et good news la vente privée* commence CE MATIN À 9H ! ⏰
Alors cake on fait ? On commande. Et on se R-É-G-A-L-E !
Je prendrai bien une part ! 
(Re)découvrez les desserts Yann Couvreur !

On vous recommande le célèbre Terrier duo au chocolat au lait et au chocolat noir ou encore les 6 marrons glacés à la vanille de Bourbon ! 🔥

Cake de Noël
🇫🇷 Yann Couvreur x Frichti
",🔥 Yann Couvreur : son cake de Noël en exclu 🔥?,"Une newsletter de Frichti concernant une exclusivité de cake de Noël de Yann Couvreur. Le cake est au chocolat noir, mandarines confites et marrons glacés. La vente privée commence à 9h."
"Tue,  7 Dec 2021 13:04:25 +0000","Votre avis nous intéresse !

Bonjour ,

Je m'appelle Nathanaël et je travaille jour après jour pour améliorer votre expérience chez Frichti.
Je me permets de vous écrire aujourd'hui car votre avis compte naturellement beaucoup pour moi et toute l'équipe Frichti ! Auriez-vous quelques secondes pour répondre à cette question toute simple ?
Sur une échelle de 0 à 10, recommanderiez-vous Frichti à un ami ?
(avec 0 = pas du tout et 10 = absolument, il suffit de cliquer sur la case de votre choix 😉)

1 
2 
3 
4 
5 
6 
7 
8 
9 
10 
",30 secondes de votre temps pour nous améliorer?,Une newsletter de Frichti concernant une enquête sur la satisfaction des clients.
"Wed, 23 Sep 2020 08:59:53 +0000","Un roll offert pour votre prochain déjeuner !

Un mail en copie = Un roll à 0€* !

Si vous n’avez pas encore goûté nos rolls Kumo X Frichti, fraîchement débarqués à la carte cette semaine, c’est l’occasion rêvée ! Si vous répondez à ce mail, en mettant en copie la personne en charge de la vie au bureau et de vos déjeuners, on vous offre un Roll !

Vous verrez, on a de très belles propositions à lui faire pour vous régaler tous les midis.

Bon app’ !

","Un déjeuner qui ne vous coûtera rien, vraiment.?",Une newsletter de Frichti concernant les nouveaux rolls Kumo offerts à 0 euros pour le prochain déjeuner si vous répondez au mail en y mettant en copie la personne en charge de votre déjeuner au
"Tue, 21 Jul 2020 07:44:38 +0000","De nouvelles tartes à la carte pour l’été

Nos tartes estivales sont à la carte !

Vous le savez, on aime vous faire saliver au gré des saisons ! Alors au menu cet été : des tartes très gourmandes conçues par nos chefs, comme à la maison. Chaque ingrédient a été choisi avec soin auprès des producteurs qu’on connaît bien, reconnus pour la fraîcheur de leurs produits !

Une petite dose de douceur à savourer au travail, sur un banc ou dans votre canapé… Tout est permis.
",Quelle tarte…?,Une newsletter de Frichti concernant leurs nouvelles tartes estivales à la carte.
"Thu,  7 Jul 2022 12:44:25 +0000","

Amis Lillois,

Quelle folie de voir passer le Tour de France à Lille hier !

Nos livreurs sont de retour aujourd'hui pour vous régaler, aussi rapides que des cyclistes 😉
Pour l'occasion, on glisse 6 paniers garnis composés d'un saucisson, d'un rosé et d'une olivade maison dans les commandes de la journée !
",Tentez de gagner un PANIER GARNI ! 🎁?,Une newsletter de Frichti concernant le fait que six paniers garnis seront glissés dans les commandes de la journée si ces dernières sont passées aujourd'hui. Les paniers conti
"Tue, 24 Aug 2021 14:19:37 +0000","de bons produits 🛒🥒🥩🍮

C’est le désert dans votre frigo ?

Pas de panique, on est là pour le remplir ! Que vous rentriez de vacances ou de week-end, on a TOUT pour faire le plein de bons produits :
Fruits & légumes frais, viandes & charcuteries, fromages & crèmerie, cave… Commandez nos meilleurs produits, nous on vous livre tous les jours de 8h à 23h en 15 min.

On le remplit ce frigo ?

Et parce que le retour de vacances, c’est toujours plus sympa avec un code promo :
20€ offerts dès 100€ d’achat
sur votre prochaine commande avec le code*:
",🚨 Alerte frigo vide ? 20€ offerts pour faire le plein...?,Une newsletter de Frichti concernant un code promo de 20€.
"Sat, 18 Apr 2020 07:49:49 +0000","On est allé chercher les dernières huîtres de la saison chez notre ostréiculteur du Morbihan

Une bonne bourriche pour une bonne action

Vous vous souvenez des huîtres naturelles de Nicolas à Noël dernier ? Vous les aviez adorées ! C’est pour ça qu’on a décidé d’aller chercher les dernières huîtres de la saison chez lui dans le Morbihan, pour l’aider à finir sa saison correctement malgré le contexte actuel.

À l'inverse des huîtres triploïdes, créées artificiellement pour ne pas être laiteuses en été, celles de Nicolas sont naturelles et de saison ! Elles sont toujours aussi bonnes qu'en décembre, bien iodées avec une chair généreuse et une noix ferme et relevée. Et bien sûr, elles sont garanties extra-fraîches.
",Confirmation de votre week-end en Bretagne?,Une newsletter de Frichti concernant les dernières huîtres de la saison chez un ostréiculteur du Morbihan.
"Wed, 20 Feb 2019 09:14:07 +0000","Plus que quelques jours pour profiter de votre offre ! Chez Frichti, on veut vous voir bien manger pour de bon. un de vos proches nous connaît depuis 

Plus que quelques jours pour profiter de votre offre !

Chez Frichti, on veut vous voir bien manger pour de bon. un de vos proches nous connaît depuis un bout de temps et a pensé que vous alliez vous aussi a-do-rer.

Jusqu'à dimanche, profitez de
15€ au lieu de 10€ sur votre 1ère commande grâce
au code * :

MY1STDATE-QKG4MTDKD
",DERNIERS JOURS : 15€ offerts grâce à Nathan !?,Une newsletter de Frichti concernant une offre qui prend fin bientôt. Les clients ont 15€ au lieu de 10€ sur leur première commande s'ils entrent le code fourni.
"Mon, 26 Sep 2022 07:29:57 +0000","🏃 Courez, les quantités sont limitées ! 

VOUS AVEZ BIEN LU ! 🤩

Rendez-vous aujourd'hui à 9h pour la vente privée* n°3 qui ne rigole pas du touuuut ! On vous a déniché un Saint-Émilion",Du Saint-Émilion à prix mini 🔥?,Une newsletter de Frichti concernant une vente privée de Saint-Émilion
"Wed, 19 Jan 2022 17:19:59 +0000","Votre sélection de 40 promos incroyables !

Frichti, les bons plans au quotidien !

Découvrez notre sélection de plus de 40 promos !
Autant de produits qui n’attendent qu’une chose, envahir votre cuisine.

Profitez d’une 2ème ration de vos produits plaisirs coupables à -50% !!
Le pack de bières Carlsberg pour lequel vous avez toujours de la place dans votre frigo, le 2ème plateau fromage manquant pour la raclette à venir, et votre rab de cookie dough pour votre “Naughty January”.

Les meilleurs produits au meilleur prix, c’est sur Frichti !

Et en ce moment, 20€ offerts sur votre 1ère commande avec le code*:
RENCONTRE20
",FRICHTI DEAL$ : VOTRE SÉLÉCTION DE PROMO FRICHTI?,"Une newsletter de Frichti concernant une sélection de 40 promos, dont une promotion de -50% sur certains de leurs produits. Le code RENCONTRE20 donne 20€ de réduction sur la première commande."
"Wed, 19 Jan 2022 16:09:41 +0000","Votre sélection de 40 promos incroyables !

Frichti, les bons plans au quotidien !

Découvrez notre sélection de plus de 40 promos !
Autant de produits qui n’attendent qu’une chose, envahir votre cuisine.

Profitez d’une 2ème ration de vos produits plaisirs coupables à -50% !!
Le pack de bières Carlsberg pour lequel vous avez toujours de la place dans votre frigo, le 2ème plateau fromage manquant pour la raclette à venir, et votre rab de cookie dough pour votre “Naughty January”.

Les meilleurs produits au meilleur prix, c’est sur Frichti !
",FRICHTI DEAL$ : VOTRE SÉLÉCTION DE PROMO FRICHTI?,"Une newsletter de Frichti concernant une sélection de 40 produits en promotion, avec notamment une 2ème portion de certains produits à -50%."
"Fri, 18 Nov 2022 13:29:28 +0000","Votre avis nous intéresse !

Bonjour Leo,

Je m'appelle Pol et je travaille jour après jour pour améliorer votre expérience chez Frichti.
Je me permets de vous écrire aujourd'hui car votre avis compte naturellement beaucoup pour moi et toute l'équipe Frichti ! Auriez-vous quelques secondes pour répondre à cette question toute simple ?
Sur une échelle de 0 à 10, recommanderiez-vous Frichti à un ami ?
(avec 0 = pas du tout et 10 = absolument, il suffit de cliquer sur la case de votre choix 😉)

1 
2 
3 
4 
5 
6 
7 
8 
9 
10 
",30 secondes de votre temps pour nous améliorer?,Une newsletter de Frichti concernant une enquête sur laquelle ils demandent à leurs abonnés de répondre.
"Tue, 20 Apr 2021 16:39:39 +0000","Les Magic Kits de Gianmarco Gorni 👨🏻‍🍳

Cette semaine, les Paninos super gourmands de Gianmarco Gorni

On a fait le plein de recettes gourmandes et faciles pour la semaine !
On en doit deux à Gianmarco Gorni, participant Top Chef 2020 qu’on adore. Vous êtes plutôt panino veggie ou panino à la dinde marinée ?
Commandez en 1 clic, on vous livre en 15 minutes et en 10 minutes de cuisine, vous croquez dans du bonheur.
","Chouette, des petits nouveaux !?","Une newsletter de Frichti concernant les recettes de Gianmarco Gorni, participatant de Top Chef 2020. Les recettes sont faciles et les paninis sont livrés en 15 minutes."
"Tue, 15 Nov 2022 07:43:45 +0000","

Vous allez forcément trouver votre bonheur ! 👀

Petit rappel pour les retardataires :

Si vous commandez 2 FOIS CETTE SEMAINE, on vous offre votre 3ÈME DÉJEUNER* 🎁

Nos nouveautés pour patienter jusqu’à Noël sont arrivées !!! Allez on vous les tease juste pour le plaisir :

Vous pouvez déjà goûter nos tagliatelles à la crème de truffe, elles sont parfaitement al dente et nappées de la célèbre crème de truffe Frichti maison pour un déjeuner 5 étoiles ! ✨

On vous conseille aussi le grand velouté de champignons à partager ! Attention, vous allez changer d'avis sur la soupe avec ce velouté de champignons à la crème de truffe pour un goût ultra raffiné. Totalement addictif ! 😍

Vous avez l’eau à la bouche ? C’est normal et ça veut dire qu’il faut vite commander ! 😇
",Quel repas gratuit allez-vous choisir ? 😏?,Une newsletter de Frichti concernant leurs nouveautés culinaires et une promotion pour cette semaine.
"Wed,  9 Mar 2022 17:24:37 +0000","Découvrez nos produits feel good en promo !

Des promos “healthy” !

Cette semaine, Frichti Deal$ = bien-être.
Dans votre assiette et votre portefeuille.

Traversez votre journée, du petit-déjeuner au dîner, avec légèreté.
Dès la matinée, avec jusqu’à -25% sur votre bol de muesli, et votre kiwi de réveil.
On ne s’arrête pas en si bon chemin, avec jusqu’à -50% sur une sélection de velouté de légumes.
En ce moment, profitez de 20€ offerts sur votre 1ère commande avec le code* :
RENCONTRE20
",[FRICHTI DEAL$] Vos courses bien-être 💚?,Une newsletter de Frichti concernant des promotions sur des produits bien-être jusqu'à -50% avec le code RENCONTRE20.
"Wed,  9 Mar 2022 16:49:43 +0000","Découvrez nos produits feel good en promo !

Des promos “healthy” !

Cette semaine, Frichti Deal$ = bien-être.
Dans votre assiette et votre portefeuille.

Traversez votre journée, du petit-déjeuner au dîner, avec légèreté.
Dès la matinée, avec jusqu’à -25% sur votre bol de muesli, et votre kiwi de réveil.
On ne s’arrête pas en si bon chemin, avec jusqu’à -50% sur une sélection de velouté de légumes.
",[FRICHTI DEAL$] Vos courses bien-être 💚?,"Une newsletter de Frichti concernant une promotion de produits ""healthy"", allant du petit-déjeuner au dîner. Des rabais allant jusqu'à 25% sur le muesli et le kiwi, et jusqu"
"Wed,  6 Apr 2022 16:34:35 +0000","Découvrez notre assortiment de chocolats de Pâques !

La saison des chocolats est remplie de surprises chez Frichti !

Goûtez notre œuf surprise Frichti au chocolat au lait ou noir fabriqué en France par un maître artisan chocolatier et découvrez au cœur de l’œuf une surprise signée l’avant-gardiste ! Mais, ce n’est pas tout…
Ils vous avaient manqué ? Nos fameux oursons en guimauve enrobés de bon chocolat pâtissier sont de retour !
Et retrouvez plein d’autres pépites en chocolat : des lapins Lindt, l'œuf d'exception signé Yann Couvreur et d’autres chocolats trop délicieux !
En ce moment, profitez de 20€ offerts sur votre 1ère commande avec le code* :
RENCONTRE20
",Préparez-vous pour la chasse aux œufs ! 🐣🍫?,"Une newsletter de Frichti concernant les chocolats de Pâques. Il y a un œuf surprise, des oursons en guimauve et d'autres chocolats."
"Wed,  6 Apr 2022 16:19:37 +0000","Découvrez notre assortiment de chocolats de Pâques !

La saison des chocolats est remplie de surprises chez Frichti !

Goûtez notre œuf surprise Frichti au chocolat au lait ou noir fabriqué en France par un maître artisan chocolatier et découvrez au cœur de l’œuf une surprise signée l’avant-gardiste ! Mais, ce n’est pas tout…
Ils vous avaient manqué ? Nos fameux oursons en guimauve enrobés de bon chocolat pâtissier sont de retour !
Et retrouvez plein d’autres pépites en chocolat : des lapins Lindt, l'œuf d'exception signé Yann Couvreur et d’autres chocolats trop délicieux !
",Préparez-vous pour la chasse aux œufs ! 🐣🍫?,Une newsletter de Frichti concernant leurs produits en chocolat à l'occasion de Pâques.
"Mon, 16 Jan 2023 17:34:34 +0000","Ça c'est du concours ! Vive le Blue Monday.

Il paraît qu'aujourd'hui c'est le Blue Monday
(aka le pire jour de l'année). :melting_face:

Étrange, nous on a plutôt une excellente nouvelle à vous partager. Avec nos copains Tediber on vous fait gagner 300€ de courses Frichti et 1 canapé* de chez eux.

C'est l'occasion de mettre toutes vos résolutions 2023 de côté et de tester notre Comfort Food ! On vous propose une petite soirée télé accompagnée de bons marshmallows et de notre mousse au chocolat bien crémeuse et délicate qui va vous renvoyer tout de suite en enfance ! 😋

Mazette, c'est un coup à adorer le 16 janvier.
Que la chance soit avec vous ! 🍀

Je tente ma chance ! 

Marshmallows
Lenny
",300€ de courses et 1 canapé Tediber à gagner ! 🔥?,Une newsletter de Frichti concernant un concours en collaboration avec Tediber dans lequel on peut gagner 300€ de courses Frichti et 1 canapé Tediber. Le concours est simple: il suffit de cliquer sur le lien
"Mon, 22 Feb 2021 09:24:40 +0000","Ultime semaine pour les goûter

Une dernière bouchée pour la route ?

Toute bonne chose a une fin ! Et malheureusement, c’est bientôt la fin des recettes du restaurant Vida par Laury Thilleman et Juan Arbelaez chez Frichti. Alors si vous voulez commander leurs plats déjà cuisinés ou nos kits pour les refaire à la maison, dépêchez vous !
",Vite ! Ouvrez avant qu’ils ne disparaissent?,Une newsletter de Frichti concernant les plats du restaurant Vida qui seront bientôt enlevés de leur menu.
"Fri, 24 Apr 2020 10:19:41 +0000","On soutient notre producteur de fromages Pascal Beillevaire

On avait à cœur de vous raconter l’histoire de Pascal Beillevaire, producteur, affineur et fromager, l’un de nos tout premiers producteurs. Cette histoire, c’est lui qui nous l’a racontée par téléphone en direct de ses ateliers à Machecoul lundi. Son activité est mise en péril depuis le début du confinement. Habitué des marchés et grand ami des restaurateurs, il ne peut aujourd’hui plus rien vendre ou presque. Malgré ce contexte, Pascal Beillevaire continue de confectionner ses yaourts et ses fromages avec le même enthousiasme et le même savoir-faire. On a donc décidé de soutenir son activité avec 4 nouveaux fromages, car ce serait vraiment dommage de gâcher des fromages d’exception.

C’est donc maintenant qu’on a besoin de vous pour vous faire un p’tit plaisir avec les fromages de Pascal. Les producteurs ont plus que jamais besoin de vous. Alors privilégiez au maximum des circuits courts et des produits frais dans vos commerces de proximité et sur notre SUPER Marché.

NEW! Beillevaire
Brie de Seine-et-Marne
2^€80

NEW! Beillevaire
Fleur de ré blanche
5^€50

NEW! Beillevaire
Tomme de vache d'Ardèche
2^€90

NEW! Beillevaire
Brillat Savarin
10^€90
",Connaissez-vous Pascal ??,"Une newsletter de Frichti concernant les fromages de Pascal Beillevaire, producteur de fromages, qui est en difficulté financière en raison du coronavirus. Ils présentent quatre nouveaux fromages de Beillev"
"Tue, 18 Jan 2022 17:23:38 +0000","Profitez-en dès maintenant pour toute commande supérieure à 50€

Faîtes vos courses sur Frichti, on vous offre une bouteille de Chardonnay

Avec Frichti, le quotidien n’est pas seulement rempli de super produits, super bons, il est rempli de cadeaux !

Dès maintenant, commandez vos courses en 2min, et pour tout panier supérieur à 50€, on vous offre votre bouteille de Chardonnay !
Préparez les verres, dans moins de 15min, c’est l’heure du réconfort.

Après une journée à avoir charbonné, enchaînez avec du Chardonnay.

",Erreur 404 : du Chardonnay s'est glissé dans votre commande?,Une newsletter de Frichti concernant une offre de bouteille de Chardonnay en cadeau pour toute commande supérieure à 50€.
"Mon, 29 Mar 2021 14:30:03 +0000","Ventes chocolatées, des super affaires pour (se) faire plaisir

Soyez prêts, ça commence dès demain !

Pour Pâques, on vous aide à régaler vos proches avec des chocolats super bons créés par des grands chocolatiers. 3 jours, 3 ventes chocolatées et 3 occasions de faire de vraies bonnes affaires !
Top départ demain matin, chaque vente dispose d’une quantité de chocolats limitée ! On vous conseille d’être les premiers.
Pour saliver, découvrez ce qui se cache dans nos ventes chocolatées.

1 œuf acheté = le 2ème à -50%
Le Chocolat des Français
",C’EST DEMAIN Leo?,Une newsletter de Frichti concernant les ventes chocolatées à venir avec des prix intéressants.
"Sun, 28 Nov 2021 16:00:41 +0000","Et 20€ de courses délicieuses offertes

Le plan à 3 le plus merveilleux des fêtes !

Pour vous, on a réuni sur Frichti 3 incontournables des fêtes à prix coûtant :

✨ Un champagne de la Cuvée Jean-Baptiste
✨ Un foie gras de canard mi-cuit au Sauterne
✨ Un écrin de 25 chocolats du maître chocolatier Daniel Mercier

Validez votre ticket, car les quantités sont limitées !
Et pour encore plus de promos,
20€ offerts sur votre première commande avec le code*:
RENCONTRE20

Il vous restera même de quoi compléter votre merveilleux panier !
JE PROFITE DE MES 20€ OFFERTS 

Écrin de 25 chocolats assortis
🇫🇷 Daniel Mercier

LUNDI 29/11 À 10H 

Cuvée Jean Baptiste Champagne brut
🇫🇷 Horiot

MERCREDI 01/12 À 10H 

Foie gras de canard mi-cuit au Sauterne
🇫🇷 La cochonnaille d'Olivier
VENDREDI 03/12 À 10H 

",[Ventes Privées] 3 produits d'exception à prix coûtant 🍾🍫🤩?,"Une newsletter de Frichti concernant une vente privée avec des produits à prix coûtant, notamment du champagne, du foie gras et des chocolats."
"Sun, 21 Jun 2020 07:44:42 +0000","Des nouvelles boissons trop fraîches pour votre été !

Jus frais, cidres & bières artisanales : trinquez toute la sainte journée
L’été sera chaud ! Alors, on a déniché des pépites pour vous aider à rester au frais, qu’importe l’heure ou l’endroit.

Rendez-vous dans la livraison “Grosses courses” pour découvrir toute notre sélection spéciale boissons d'été.
",À la vôtre !?,Une newsletter de Frichti concernant une sélection de boissons fraîches pour l'été.
"Thu, 25 Jul 2019 06:45:03 +0100","Des nouvelles boissons trop fraîches pour votre été !

Jus frais, cidres & bières artisanales : trinquez toute la sainte journée
L’été sera chaud ! Alors, on a déniché des pépites pour vous aider à rester au frais, qu’importe l’heure ou l’endroit.

Rendez-vous dans la livraison “Grosses courses” pour découvrir toute notre sélection spéciale boissons d'été.
","X-ENTREPRENEURSHIP // En Juillet : chiller, s'inspirer et candidater",Une newsletter de Frichti concernant les nouvelles boissons disponibles pour l'été.
"Sun,  7 Jun 2020 07:39:37 +0000","La mythique barre chocolatée réinventée par Yann Couvreur

La mythique barre chocolatée, réinventée par un grand pâtissier

On a mis au défi Yann Couvreur d’imaginer avec les produits Frichti, la recette de la barre industrielle Snickers version maison. Un caramel ultra fondant, des cacahuètes torréfiées et un chocolat maison... il y a tout, sauf des additifs.

Retrouvez la vidéo de la recette et tous les ingrédients dans nos kits recettes ! Essayez de la reproduire et postez la photo de votre merveille en nous tagguant sur ",La recette du S******* maison par Y*** C*******?,Une newsletter de Frichti concernant une recette de Yann Couvreur reproduisant la barre chocolatée Snickers. La vidéo de la recette et les ingrédients sont disponibles sur leur site.
"Mon, 14 Sep 2020 07:49:37 +0000","Nos belles assiettes à dévorer cette semaine.

Extra-gourmands oui, mais extra-frais !

Cette semaine, on fait le plein d’énergie avec des assiettes maison bien garnies. À la carte : du poisson frais, des légumes de saison mijotés et de la bonne viande de nos producteurs français. C’est bon et c’est maison, mais est-ce que vous aurez assez faim ?
",Ne pas ouvrir si vous n’avez pas faim?,"Une newsletter de Frichti concernant les nouvelles assiettes disponibles cette semaine. Les assiettes sont composées de poisson frais, de légumes mijotés et de viande française."
"Wed,  6 Mar 2019 09:18:46 +0000","Nathan vous offre 15€ sur votre 1er Frichti ! Chez Frichti, on veut vous voir bien manger pour de bon. Pour y arriver, on vous livre des plats 

Nathan vous offre votre 1er Frichti !

Chez Frichti, on veut vous voir bien manger pour de bon. Pour y arriver, on vous livre des plats cuisinés maison et des produits de saison ultra-frais, le tout en 20 minutes dans tout Paris !

En ce moment, grâce à Nathan, bénéficiez de
15€ au lieu de 10€ sur votre 1ère commande avec le code* :

FRICHTINEW-JERNBC4BX
",15€ OFFERTS par Nathan sur votre 1er Frichti !?,Une newsletter de Frichti concernant un code promo de 15 euros.
"Thu, 26 Mar 2020 12:04:40 +0000","2 recettes supers simples à base de poireaux pour cuisiner chez vous

Si vous avez des poireaux à ne plus savoir quoi en faire, on a sélectionné 2 idées recettes aujourd’hui pour changer de la tarte aux poireaux. Ça vous inspire ?
Poireaux vinaigrette pour 2
1 poireau - 1 échalote

1. Mettez de l'eau salée à bouillir et ciselez votre échalote

2. Pendant ce temps, coupez le bout vert du poireau puis coupez-le en deux dans la longueur et passez-le sous l'eau pour bien le nettoyer

3. Assemblez les deux longueurs et ficelez-les. Coupez des tronçons et plongez-les dans l'eau 20min

4. Réalisez votre vinaigrette ! Doit-on vraiment vous rappeler la recette ?

5. Égouttez le poireau, enlevez les ficelles et disposez dans vos assiettes. Ajoutez les échalotes et versez la vinaigrette.
",On vous laisse pas poireauter comme ça?,Une newsletter de Frichti concernant des idées de plat à base de poireaux.
"Tue, 28 Dec 2021 17:34:54 +0000","Plein de promos pour un repas de fêtes réussi ! 🤑🥂

Une nouvelle année, ça se fête avec des promos non ?

On a à peine eu le temps d’enfiler les nouvelles chaussettes offertes par tatie Huguette et c’est déjà le nouvel an ! Alors pour s’y préparer sans stress, on a TOUT prévu pour votre dîner festif :

Burrata crémeuse à la truffe à 1€49 (3̶€̶2̶0̶), saumon fumé à 2€29 (3̶€̶9̶9̶), plateau de fromage à 9€95 (1̶6̶€̶9̶0̶), fondant baulois artisanal à 7€29 (1̶1̶€̶8̶0̶)… et d’autres pépites vous attendent à prix coûtant, elle est pas belle la vie
à prix mini avec Frichti ?
Et parce qu'on aime vous faire plaisir pendant les fêtes,
20€ offerts sur votre première commande avec le code*:
RENCONTRE20
JE PROFITE DE MES 20€ OFFERTS 

Burrata à la truffe - 125g
Gioiella

Marrons cuits - 200g
🇫🇷 Ponthier

Demi plumier découverte
Pierre Marcolini

2 tranches de saumon fumé supérieur - 70g
Guyader

Plateau de fromages d'hiver - 600g
🇫🇷 Beillevaire

Fondant Baulois - 300g
🇫🇷 Le Fondant Baulois

Champignons de Paris blanc/brun - 500g
🇫🇷 Aisne

Bulots précuits - 500g
La Pêche Au Goût du Jour

Brouilly 2020 AOP - Beaujolais - 75cl
🇫🇷 Château de Pierreux

",🎊 BON PLAN : dîner du nouvel an à prix charmant 🎊?,Une newsletter de Frichti concernant les promos pour un repas de fêtes réussi avec des plats à prix charmant.
